text,span,label,ordinal,ac,ot
"['The large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .']",tramezzinis,positive,0,food style_options,large selection
"['The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .']",beers,positive,0,drinks style_options,happy
"['The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .']",food,positive,0,food quality,delicious
"['The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .']",pumkin tortelini,positive,0,food quality,recommend
['Decent wine at reasonable prices .'],wine,positive,0,drinks quality,Decent
['Decent wine at reasonable prices .'],wine,positive,0,drinks prices,reasonable
"[""First of all , this place is *not* romantic , as claimed by Citysearch 's editorial review .""]",place,negative,0,ambience general,*not* romantic
"['If you go , try the marinara/arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm ... .. everything is just delicious .']",marinara/arrabiatta sauce,positive,0,food quality,try
"['If you go , try the marinara/arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm ... .. everything is just delicious .']",marinara/arrabiatta sauce,positive,0,food quality,delicious
"['If you go , try the marinara/arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm ... .. everything is just delicious .']",mozzarella en Carozza,positive,0,food quality,delicious
['Quick and friendly service .'],service,positive,0,service general,Quick
['Quick and friendly service .'],service,positive,0,service general,friendly
"['Not only is the cuisine the best around , the service has always been attentive and charming .']",cuisine,positive,0,food quality,best
"['Not only is the cuisine the best around , the service has always been attentive and charming .']",service,positive,0,service general,attentive
"['Not only is the cuisine the best around , the service has always been attentive and charming .']",service,positive,0,service general,charming
['Avoid this place !'],place,negative,0,restaurant general,Avoid
['This place is not worth the prices .'],place,negative,0,restaurant general,not worth the prices
['This place is not worth the prices .'],place,negative,0,restaurant prices,not worth the prices
['The menu is limited but almost all of the dishes are excellent .'],menu,negative,0,food style_options,limited
['The menu is limited but almost all of the dishes are excellent .'],dishes,positive,0,food quality,excellent
"['The bagels always warm , soft on the inside , crispy on the outside and enormous in size .']",bagels,positive,0,food quality,warm
"['The bagels always warm , soft on the inside , crispy on the outside and enormous in size .']",bagels,positive,0,food quality,soft
"['The bagels always warm , soft on the inside , crispy on the outside and enormous in size .']",bagels,positive,0,food quality,crispy
"['The bagels always warm , soft on the inside , crispy on the outside and enormous in size .']",bagels,positive,0,food style_options,enormous
['The staff is incredibly helpful and attentive .'],staff,positive,0,service general,helpful
['The staff is incredibly helpful and attentive .'],staff,positive,0,service general,attentive
['I / we will never go back to this place again .'],place,negative,0,restaurant general,never go back
['Pizza was a little soggy .'],Pizza,negative,0,food quality,soggy
['The food was good too .'],food,positive,0,food quality,good
['We thought that this place is using too much of MSG cooking in the foods .'],foods,negative,0,food quality,using too much of MSG
"[""it 's the only place you can get yummy authentic japanese comfort food .""]",japanese comfort food,positive,0,food quality,yummy authentic
['I will go back to Suan soon !'],Suan,positive,0,restaurant general,go back
"['We recently decided to try this location , and to our delight , they have outdoor seating , perfect since I had my yorkie with me .']",outdoor seating,positive,0,ambience general,perfect
['The food was actually aweful .'],food,negative,0,food quality,aweful
['I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .'],caviar,positive,0,food quality,delicious top grade
['I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service .'],service,positive,0,service general,fantastic
['I am happy i did the food was awsome .'],food,positive,0,food quality,awsome
['We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai .'],beef and noodle soup dishes,negative,0,food quality,nothing we got was Thai
['A Thai restaurant out of rice during dinner ?'],Thai restaurant,negative,0,restaurant miscellaneous,out of rice
['This is the best sushi in new york city - hands down .'],sushi,positive,0,food quality,best
"['When we stumbled on Leon , we thought that we had found quite the gem BUT , we were certainly wrong .']",Leon,negative,0,restaurant general,certainly wrong
['Mermaid Inn is an overall good restaurant with really good seafood .'],seafood,positive,0,food quality,good
['Mermaid Inn is an overall good restaurant with really good seafood .'],Mermaid Inn,positive,0,restaurant general,good
['Service was good and food is wonderful .'],Service,positive,0,service general,good
['Service was good and food is wonderful .'],food,positive,0,food quality,wonderful
['The service was excellent and the food was delicious .'],service,positive,0,service general,excellent
['The service was excellent and the food was delicious .'],food,positive,0,food quality,delicious
"['A few tips : skip the turnip cake , roast pork buns and egg custards .']",turnip cake,negative,0,food quality,skip
"['A few tips : skip the turnip cake , roast pork buns and egg custards .']",roast pork buns,negative,0,food quality,skip
"['A few tips : skip the turnip cake , roast pork buns and egg custards .']",egg custards,negative,0,food quality,skip
['The portions are small but being that the food was so good makes up for that .'],portions,negative,0,food style_options,small
['The portions are small but being that the food was so good makes up for that .'],food,positive,0,food quality,good
"[""It 's a nice place to relax and have conversation .""]",place,positive,0,ambience general,nice
"['When we sat , we got great and fast service .']",service,positive,0,service general,great
"['When we sat , we got great and fast service .']",service,positive,0,service general,fast
['The food was exceptional .'],food,positive,0,food quality,exceptional
['I LOVE their Thai'],Thai,positive,0,food quality,LOVE
